3,5 ,4 
3,3 ,58 
3,6 ,9 
3,6 ,82 
3,6 ,2 
3,6 ,98 
3,5 ,25 
1,7 ,19 
3,6 ,94 
1,8 ,8 
3,4 ,84 
3,6 ,61 
3,6 ,69 
3,5 ,76 
3,6 ,87 
1,8 ,20 
3,6 ,81 
1,7 ,21 
3,7 ,96 
3,6 ,77 
3,6 ,60 
3,5 ,23 
3,6 ,60 
1,8 ,9 
3,5 ,78 
3,6 ,13 
3,7 ,90 
3,5 ,5 
3,6 ,75 
1,8 ,19 
3,4 ,79 
3,6 ,31 
1,8 ,17 
3,6 ,69 
3,6 ,54 
3,5 ,48 
3,6 ,62 
3,5 ,68 
3,6 ,54 
1,8 ,19 
3,7 ,83 
1,7 ,16 
3,6 ,62 
3,4 ,19 
1,8 ,20 
3,3 ,65 
1,8 ,12 
